AnchorShiftKey,LineId,Line,TrendRank,TrendShiftKey,TrendShiftLabel,TrendShiftDate,Category,CategoryLabel,Hours,CategoryColor
hu3|2026-07-13|day,hu3,HU3,2,hu3|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.32,#dfe6e9
hu3|2026-07-13|day,hu3,HU3,3,hu3|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.87,#2d3436
hu3|2026-07-13|day,hu3,HU3,3,hu3|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-13|day,hu3,HU3,3,hu3|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.43,#b2bec3
hu3|2026-07-13|day,hu3,HU3,3,hu3|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.35,#dfe6e9
hu3|2026-07-13|night,hu3,HU3,0,hu3|2026-07-13|night,Night 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),1.05,#2d3436
hu3|2026-07-13|night,hu3,HU3,0,hu3|2026-07-13|night,Night 07-13,2026-07-13,halted,Halted (operator wait),1.5,#636e72
hu3|2026-07-13|night,hu3,HU3,0,hu3|2026-07-13|night,Night 07-13,2026-07-13,auto_long,Auto-stops (>2 min),3.17,#b2bec3
hu3|2026-07-13|night,hu3,HU3,0,hu3|2026-07-13|night,Night 07-13,2026-07-13,manual,Manual stops,0.19,#dfe6e9
hu3|2026-07-13|night,hu3,HU3,1,hu3|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.53,#2d3436
hu3|2026-07-13|night,hu3,HU3,1,hu3|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),0.58,#636e72
hu3|2026-07-13|night,hu3,HU3,1,hu3|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),5.55,#b2bec3
hu3|2026-07-13|night,hu3,HU3,1,hu3|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,1.16,#dfe6e9
hu3|2026-07-13|night,hu3,HU3,2,hu3|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),0.72,#2d3436
hu3|2026-07-13|night,hu3,HU3,2,hu3|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-13|night,hu3,HU3,2,hu3|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.97,#b2bec3
hu3|2026-07-13|night,hu3,HU3,2,hu3|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.52,#dfe6e9
hu3|2026-07-13|night,hu3,HU3,3,hu3|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.52,#2d3436
hu3|2026-07-13|night,hu3,HU3,3,hu3|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),0.54,#636e72
hu3|2026-07-13|night,hu3,HU3,3,hu3|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),2.23,#b2bec3
hu3|2026-07-13|night,hu3,HU3,3,hu3|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.32,#dfe6e9
hu3|2026-07-14|day,hu3,HU3,0,hu3|2026-07-14|day,Day 07-14,2026-07-14,micro_stops,Micro-stops (<2 min),0.32,#2d3436
hu3|2026-07-14|day,hu3,HU3,0,hu3|2026-07-14|day,Day 07-14,2026-07-14,halted,Halted (operator wait),3.09,#636e72
hu3|2026-07-14|day,hu3,HU3,0,hu3|2026-07-14|day,Day 07-14,2026-07-14,auto_long,Auto-stops (>2 min),3.68,#b2bec3
hu3|2026-07-14|day,hu3,HU3,0,hu3|2026-07-14|day,Day 07-14,2026-07-14,manual,Manual stops,2.84,#dfe6e9
hu3|2026-07-14|day,hu3,HU3,1,hu3|2026-07-13|night,Night 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),1.05,#2d3436
hu3|2026-07-14|day,hu3,HU3,1,hu3|2026-07-13|night,Night 07-13,2026-07-13,halted,Halted (operator wait),1.5,#636e72
hu3|2026-07-14|day,hu3,HU3,1,hu3|2026-07-13|night,Night 07-13,2026-07-13,auto_long,Auto-stops (>2 min),3.17,#b2bec3
hu3|2026-07-14|day,hu3,HU3,1,hu3|2026-07-13|night,Night 07-13,2026-07-13,manual,Manual stops,0.19,#dfe6e9
hu3|2026-07-14|day,hu3,HU3,2,hu3|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.53,#2d3436
hu3|2026-07-14|day,hu3,HU3,2,hu3|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),0.58,#636e72
hu3|2026-07-14|day,hu3,HU3,2,hu3|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),5.55,#b2bec3
hu3|2026-07-14|day,hu3,HU3,2,hu3|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,1.16,#dfe6e9
hu3|2026-07-14|day,hu3,HU3,3,hu3|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),0.72,#2d3436
hu3|2026-07-14|day,hu3,HU3,3,hu3|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-14|day,hu3,HU3,3,hu3|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.97,#b2bec3
hu3|2026-07-14|day,hu3,HU3,3,hu3|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.52,#dfe6e9
hu3|2026-07-14|night,hu3,HU3,0,hu3|2026-07-14|night,Night 07-14,2026-07-14,micro_stops,Micro-stops (<2 min),0.31,#2d3436
hu3|2026-07-14|night,hu3,HU3,0,hu3|2026-07-14|night,Night 07-14,2026-07-14,halted,Halted (operator wait),0.23,#636e72
hu3|2026-07-14|night,hu3,HU3,0,hu3|2026-07-14|night,Night 07-14,2026-07-14,auto_long,Auto-stops (>2 min),3.66,#b2bec3
hu3|2026-07-14|night,hu3,HU3,0,hu3|2026-07-14|night,Night 07-14,2026-07-14,manual,Manual stops,6.29,#dfe6e9
hu3|2026-07-14|night,hu3,HU3,1,hu3|2026-07-14|day,Day 07-14,2026-07-14,micro_stops,Micro-stops (<2 min),0.32,#2d3436
hu3|2026-07-14|night,hu3,HU3,1,hu3|2026-07-14|day,Day 07-14,2026-07-14,halted,Halted (operator wait),3.09,#636e72
hu3|2026-07-14|night,hu3,HU3,1,hu3|2026-07-14|day,Day 07-14,2026-07-14,auto_long,Auto-stops (>2 min),3.68,#b2bec3
hu3|2026-07-14|night,hu3,HU3,1,hu3|2026-07-14|day,Day 07-14,2026-07-14,manual,Manual stops,2.84,#dfe6e9
hu3|2026-07-14|night,hu3,HU3,2,hu3|2026-07-13|night,Night 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),1.05,#2d3436
hu3|2026-07-14|night,hu3,HU3,2,hu3|2026-07-13|night,Night 07-13,2026-07-13,halted,Halted (operator wait),1.5,#636e72
hu3|2026-07-14|night,hu3,HU3,2,hu3|2026-07-13|night,Night 07-13,2026-07-13,auto_long,Auto-stops (>2 min),3.17,#b2bec3
hu3|2026-07-14|night,hu3,HU3,2,hu3|2026-07-13|night,Night 07-13,2026-07-13,manual,Manual stops,0.19,#dfe6e9
hu3|2026-07-14|night,hu3,HU3,3,hu3|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.53,#2d3436
hu3|2026-07-14|night,hu3,HU3,3,hu3|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),0.58,#636e72
hu3|2026-07-14|night,hu3,HU3,3,hu3|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),5.55,#b2bec3
hu3|2026-07-14|night,hu3,HU3,3,hu3|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,1.16,#dfe6e9
ngp2|2026-05-29|day,ngp2,NGP2,0,ngp2|2026-05-29|day,Day 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.81,#2d3436
ngp2|2026-05-29|day,ngp2,NGP2,0,ngp2|2026-05-29|day,Day 05-29,2026-05-29,halted,Halted (operator wait),5.02,#636e72
ngp2|2026-05-29|day,ngp2,NGP2,0,ngp2|2026-05-29|day,Day 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.15,#b2bec3
ngp2|2026-05-29|day,ngp2,NGP2,0,ngp2|2026-05-29|day,Day 05-29,2026-05-29,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-05-29|night,ngp2,NGP2,0,ngp2|2026-05-29|night,Night 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.72,#2d3436
ngp2|2026-05-29|night,ngp2,NGP2,0,ngp2|2026-05-29|night,Night 05-29,2026-05-29,halted,Halted (operator wait),4.24,#636e72
ngp2|2026-05-29|night,ngp2,NGP2,0,ngp2|2026-05-29|night,Night 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.81,#b2bec3
ngp2|2026-05-29|night,ngp2,NGP2,0,ngp2|2026-05-29|night,Night 05-29,2026-05-29,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-05-29|night,ngp2,NGP2,1,ngp2|2026-05-29|day,Day 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.81,#2d3436
ngp2|2026-05-29|night,ngp2,NGP2,1,ngp2|2026-05-29|day,Day 05-29,2026-05-29,halted,Halted (operator wait),5.02,#636e72
ngp2|2026-05-29|night,ngp2,NGP2,1,ngp2|2026-05-29|day,Day 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.15,#b2bec3
ngp2|2026-05-29|night,ngp2,NGP2,1,ngp2|2026-05-29|day,Day 05-29,2026-05-29,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-05-30|day,ngp2,NGP2,0,ngp2|2026-05-30|day,Day 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.23,#2d3436
ngp2|2026-05-30|day,ngp2,NGP2,0,ngp2|2026-05-30|day,Day 05-30,2026-05-30,halted,Halted (operator wait),2.06,#636e72
ngp2|2026-05-30|day,ngp2,NGP2,0,ngp2|2026-05-30|day,Day 05-30,2026-05-30,auto_long,Auto-stops (>2 min),2.06,#b2bec3
ngp2|2026-05-30|day,ngp2,NGP2,0,ngp2|2026-05-30|day,Day 05-30,2026-05-30,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-05-30|day,ngp2,NGP2,1,ngp2|2026-05-29|night,Night 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.72,#2d3436
ngp2|2026-05-30|day,ngp2,NGP2,1,ngp2|2026-05-29|night,Night 05-29,2026-05-29,halted,Halted (operator wait),4.24,#636e72
ngp2|2026-05-30|day,ngp2,NGP2,1,ngp2|2026-05-29|night,Night 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.81,#b2bec3
ngp2|2026-05-30|day,ngp2,NGP2,1,ngp2|2026-05-29|night,Night 05-29,2026-05-29,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-05-30|day,ngp2,NGP2,2,ngp2|2026-05-29|day,Day 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.81,#2d3436
ngp2|2026-05-30|day,ngp2,NGP2,2,ngp2|2026-05-29|day,Day 05-29,2026-05-29,halted,Halted (operator wait),5.02,#636e72
ngp2|2026-05-30|day,ngp2,NGP2,2,ngp2|2026-05-29|day,Day 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.15,#b2bec3
ngp2|2026-05-30|day,ngp2,NGP2,2,ngp2|2026-05-29|day,Day 05-29,2026-05-29,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-05-30|night,ngp2,NGP2,0,ngp2|2026-05-30|night,Night 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.5,#2d3436
ngp2|2026-05-30|night,ngp2,NGP2,0,ngp2|2026-05-30|night,Night 05-30,2026-05-30,halted,Halted (operator wait),1.03,#636e72
ngp2|2026-05-30|night,ngp2,NGP2,0,ngp2|2026-05-30|night,Night 05-30,2026-05-30,auto_long,Auto-stops (>2 min),1.97,#b2bec3
ngp2|2026-05-30|night,ngp2,NGP2,0,ngp2|2026-05-30|night,Night 05-30,2026-05-30,manual,Manual stops,0.18,#dfe6e9
ngp2|2026-05-30|night,ngp2,NGP2,1,ngp2|2026-05-30|day,Day 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.23,#2d3436
ngp2|2026-05-30|night,ngp2,NGP2,1,ngp2|2026-05-30|day,Day 05-30,2026-05-30,halted,Halted (operator wait),2.06,#636e72
ngp2|2026-05-30|night,ngp2,NGP2,1,ngp2|2026-05-30|day,Day 05-30,2026-05-30,auto_long,Auto-stops (>2 min),2.06,#b2bec3
ngp2|2026-05-30|night,ngp2,NGP2,1,ngp2|2026-05-30|day,Day 05-30,2026-05-30,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-05-30|night,ngp2,NGP2,2,ngp2|2026-05-29|night,Night 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.72,#2d3436
ngp2|2026-05-30|night,ngp2,NGP2,2,ngp2|2026-05-29|night,Night 05-29,2026-05-29,halted,Halted (operator wait),4.24,#636e72
ngp2|2026-05-30|night,ngp2,NGP2,2,ngp2|2026-05-29|night,Night 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.81,#b2bec3
ngp2|2026-05-30|night,ngp2,NGP2,2,ngp2|2026-05-29|night,Night 05-29,2026-05-29,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-05-30|night,ngp2,NGP2,3,ngp2|2026-05-29|day,Day 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.81,#2d3436
ngp2|2026-05-30|night,ngp2,NGP2,3,ngp2|2026-05-29|day,Day 05-29,2026-05-29,halted,Halted (operator wait),5.02,#636e72
ngp2|2026-05-30|night,ngp2,NGP2,3,ngp2|2026-05-29|day,Day 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.15,#b2bec3
ngp2|2026-05-30|night,ngp2,NGP2,3,ngp2|2026-05-29|day,Day 05-29,2026-05-29,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-05-31|day,ngp2,NGP2,0,ngp2|2026-05-31|day,Day 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.31,#2d3436
ngp2|2026-05-31|day,ngp2,NGP2,0,ngp2|2026-05-31|day,Day 05-31,2026-05-31,halted,Halted (operator wait),2.42,#636e72
ngp2|2026-05-31|day,ngp2,NGP2,0,ngp2|2026-05-31|day,Day 05-31,2026-05-31,auto_long,Auto-stops (>2 min),2.07,#b2bec3
ngp2|2026-05-31|day,ngp2,NGP2,0,ngp2|2026-05-31|day,Day 05-31,2026-05-31,manual,Manual stops,0.55,#dfe6e9
ngp2|2026-05-31|day,ngp2,NGP2,1,ngp2|2026-05-30|night,Night 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.5,#2d3436
ngp2|2026-05-31|day,ngp2,NGP2,1,ngp2|2026-05-30|night,Night 05-30,2026-05-30,halted,Halted (operator wait),1.03,#636e72
ngp2|2026-05-31|day,ngp2,NGP2,1,ngp2|2026-05-30|night,Night 05-30,2026-05-30,auto_long,Auto-stops (>2 min),1.97,#b2bec3
ngp2|2026-05-31|day,ngp2,NGP2,1,ngp2|2026-05-30|night,Night 05-30,2026-05-30,manual,Manual stops,0.18,#dfe6e9
ngp2|2026-05-31|day,ngp2,NGP2,2,ngp2|2026-05-30|day,Day 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.23,#2d3436
ngp2|2026-05-31|day,ngp2,NGP2,2,ngp2|2026-05-30|day,Day 05-30,2026-05-30,halted,Halted (operator wait),2.06,#636e72
ngp2|2026-05-31|day,ngp2,NGP2,2,ngp2|2026-05-30|day,Day 05-30,2026-05-30,auto_long,Auto-stops (>2 min),2.06,#b2bec3
ngp2|2026-05-31|day,ngp2,NGP2,2,ngp2|2026-05-30|day,Day 05-30,2026-05-30,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-05-31|day,ngp2,NGP2,3,ngp2|2026-05-29|night,Night 05-29,2026-05-29,micro_stops,Micro-stops (<2 min),0.72,#2d3436
ngp2|2026-05-31|day,ngp2,NGP2,3,ngp2|2026-05-29|night,Night 05-29,2026-05-29,halted,Halted (operator wait),4.24,#636e72
ngp2|2026-05-31|day,ngp2,NGP2,3,ngp2|2026-05-29|night,Night 05-29,2026-05-29,auto_long,Auto-stops (>2 min),1.81,#b2bec3
ngp2|2026-05-31|day,ngp2,NGP2,3,ngp2|2026-05-29|night,Night 05-29,2026-05-29,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-05-31|night,ngp2,NGP2,0,ngp2|2026-05-31|night,Night 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.69,#2d3436
ngp2|2026-05-31|night,ngp2,NGP2,0,ngp2|2026-05-31|night,Night 05-31,2026-05-31,halted,Halted (operator wait),1.33,#636e72
ngp2|2026-05-31|night,ngp2,NGP2,0,ngp2|2026-05-31|night,Night 05-31,2026-05-31,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-05-31|night,ngp2,NGP2,0,ngp2|2026-05-31|night,Night 05-31,2026-05-31,manual,Manual stops,0.19,#dfe6e9
ngp2|2026-05-31|night,ngp2,NGP2,1,ngp2|2026-05-31|day,Day 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.31,#2d3436
ngp2|2026-05-31|night,ngp2,NGP2,1,ngp2|2026-05-31|day,Day 05-31,2026-05-31,halted,Halted (operator wait),2.42,#636e72
ngp2|2026-05-31|night,ngp2,NGP2,1,ngp2|2026-05-31|day,Day 05-31,2026-05-31,auto_long,Auto-stops (>2 min),2.07,#b2bec3
ngp2|2026-05-31|night,ngp2,NGP2,1,ngp2|2026-05-31|day,Day 05-31,2026-05-31,manual,Manual stops,0.55,#dfe6e9
ngp2|2026-05-31|night,ngp2,NGP2,2,ngp2|2026-05-30|night,Night 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.5,#2d3436
ngp2|2026-05-31|night,ngp2,NGP2,2,ngp2|2026-05-30|night,Night 05-30,2026-05-30,halted,Halted (operator wait),1.03,#636e72
ngp2|2026-05-31|night,ngp2,NGP2,2,ngp2|2026-05-30|night,Night 05-30,2026-05-30,auto_long,Auto-stops (>2 min),1.97,#b2bec3
ngp2|2026-05-31|night,ngp2,NGP2,2,ngp2|2026-05-30|night,Night 05-30,2026-05-30,manual,Manual stops,0.18,#dfe6e9
ngp2|2026-05-31|night,ngp2,NGP2,3,ngp2|2026-05-30|day,Day 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.23,#2d3436
ngp2|2026-05-31|night,ngp2,NGP2,3,ngp2|2026-05-30|day,Day 05-30,2026-05-30,halted,Halted (operator wait),2.06,#636e72
ngp2|2026-05-31|night,ngp2,NGP2,3,ngp2|2026-05-30|day,Day 05-30,2026-05-30,auto_long,Auto-stops (>2 min),2.06,#b2bec3
ngp2|2026-05-31|night,ngp2,NGP2,3,ngp2|2026-05-30|day,Day 05-30,2026-05-30,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-01|day,ngp2,NGP2,0,ngp2|2026-06-01|day,Day 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),0.79,#2d3436
ngp2|2026-06-01|day,ngp2,NGP2,0,ngp2|2026-06-01|day,Day 06-01,2026-06-01,halted,Halted (operator wait),1.54,#636e72
ngp2|2026-06-01|day,ngp2,NGP2,0,ngp2|2026-06-01|day,Day 06-01,2026-06-01,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-06-01|day,ngp2,NGP2,0,ngp2|2026-06-01|day,Day 06-01,2026-06-01,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-06-01|day,ngp2,NGP2,1,ngp2|2026-05-31|night,Night 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.69,#2d3436
ngp2|2026-06-01|day,ngp2,NGP2,1,ngp2|2026-05-31|night,Night 05-31,2026-05-31,halted,Halted (operator wait),1.33,#636e72
ngp2|2026-06-01|day,ngp2,NGP2,1,ngp2|2026-05-31|night,Night 05-31,2026-05-31,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-01|day,ngp2,NGP2,1,ngp2|2026-05-31|night,Night 05-31,2026-05-31,manual,Manual stops,0.19,#dfe6e9
ngp2|2026-06-01|day,ngp2,NGP2,2,ngp2|2026-05-31|day,Day 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.31,#2d3436
ngp2|2026-06-01|day,ngp2,NGP2,2,ngp2|2026-05-31|day,Day 05-31,2026-05-31,halted,Halted (operator wait),2.42,#636e72
ngp2|2026-06-01|day,ngp2,NGP2,2,ngp2|2026-05-31|day,Day 05-31,2026-05-31,auto_long,Auto-stops (>2 min),2.07,#b2bec3
ngp2|2026-06-01|day,ngp2,NGP2,2,ngp2|2026-05-31|day,Day 05-31,2026-05-31,manual,Manual stops,0.55,#dfe6e9
ngp2|2026-06-01|day,ngp2,NGP2,3,ngp2|2026-05-30|night,Night 05-30,2026-05-30,micro_stops,Micro-stops (<2 min),1.5,#2d3436
ngp2|2026-06-01|day,ngp2,NGP2,3,ngp2|2026-05-30|night,Night 05-30,2026-05-30,halted,Halted (operator wait),1.03,#636e72
ngp2|2026-06-01|day,ngp2,NGP2,3,ngp2|2026-05-30|night,Night 05-30,2026-05-30,auto_long,Auto-stops (>2 min),1.97,#b2bec3
ngp2|2026-06-01|day,ngp2,NGP2,3,ngp2|2026-05-30|night,Night 05-30,2026-05-30,manual,Manual stops,0.18,#dfe6e9
ngp2|2026-06-01|night,ngp2,NGP2,0,ngp2|2026-06-01|night,Night 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),1.22,#2d3436
ngp2|2026-06-01|night,ngp2,NGP2,0,ngp2|2026-06-01|night,Night 06-01,2026-06-01,halted,Halted (operator wait),3.23,#636e72
ngp2|2026-06-01|night,ngp2,NGP2,0,ngp2|2026-06-01|night,Night 06-01,2026-06-01,auto_long,Auto-stops (>2 min),0.8,#b2bec3
ngp2|2026-06-01|night,ngp2,NGP2,0,ngp2|2026-06-01|night,Night 06-01,2026-06-01,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-01|night,ngp2,NGP2,1,ngp2|2026-06-01|day,Day 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),0.79,#2d3436
ngp2|2026-06-01|night,ngp2,NGP2,1,ngp2|2026-06-01|day,Day 06-01,2026-06-01,halted,Halted (operator wait),1.54,#636e72
ngp2|2026-06-01|night,ngp2,NGP2,1,ngp2|2026-06-01|day,Day 06-01,2026-06-01,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-06-01|night,ngp2,NGP2,1,ngp2|2026-06-01|day,Day 06-01,2026-06-01,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-06-01|night,ngp2,NGP2,2,ngp2|2026-05-31|night,Night 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.69,#2d3436
ngp2|2026-06-01|night,ngp2,NGP2,2,ngp2|2026-05-31|night,Night 05-31,2026-05-31,halted,Halted (operator wait),1.33,#636e72
ngp2|2026-06-01|night,ngp2,NGP2,2,ngp2|2026-05-31|night,Night 05-31,2026-05-31,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-01|night,ngp2,NGP2,2,ngp2|2026-05-31|night,Night 05-31,2026-05-31,manual,Manual stops,0.19,#dfe6e9
ngp2|2026-06-01|night,ngp2,NGP2,3,ngp2|2026-05-31|day,Day 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.31,#2d3436
ngp2|2026-06-01|night,ngp2,NGP2,3,ngp2|2026-05-31|day,Day 05-31,2026-05-31,halted,Halted (operator wait),2.42,#636e72
ngp2|2026-06-01|night,ngp2,NGP2,3,ngp2|2026-05-31|day,Day 05-31,2026-05-31,auto_long,Auto-stops (>2 min),2.07,#b2bec3
ngp2|2026-06-01|night,ngp2,NGP2,3,ngp2|2026-05-31|day,Day 05-31,2026-05-31,manual,Manual stops,0.55,#dfe6e9
ngp2|2026-06-02|day,ngp2,NGP2,0,ngp2|2026-06-02|day,Day 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-02|day,ngp2,NGP2,0,ngp2|2026-06-02|day,Day 06-02,2026-06-02,halted,Halted (operator wait),2.44,#636e72
ngp2|2026-06-02|day,ngp2,NGP2,0,ngp2|2026-06-02|day,Day 06-02,2026-06-02,auto_long,Auto-stops (>2 min),1.01,#b2bec3
ngp2|2026-06-02|day,ngp2,NGP2,0,ngp2|2026-06-02|day,Day 06-02,2026-06-02,manual,Manual stops,0.23,#dfe6e9
ngp2|2026-06-02|day,ngp2,NGP2,1,ngp2|2026-06-01|night,Night 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),1.22,#2d3436
ngp2|2026-06-02|day,ngp2,NGP2,1,ngp2|2026-06-01|night,Night 06-01,2026-06-01,halted,Halted (operator wait),3.23,#636e72
ngp2|2026-06-02|day,ngp2,NGP2,1,ngp2|2026-06-01|night,Night 06-01,2026-06-01,auto_long,Auto-stops (>2 min),0.8,#b2bec3
ngp2|2026-06-02|day,ngp2,NGP2,1,ngp2|2026-06-01|night,Night 06-01,2026-06-01,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-02|day,ngp2,NGP2,2,ngp2|2026-06-01|day,Day 06-01,2026-06-01,micro_stops,Micro-stops (<2 min),0.79,#2d3436
ngp2|2026-06-02|day,ngp2,NGP2,2,ngp2|2026-06-01|day,Day 06-01,2026-06-01,halted,Halted (operator wait),1.54,#636e72
ngp2|2026-06-02|day,ngp2,NGP2,2,ngp2|2026-06-01|day,Day 06-01,2026-06-01,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-06-02|day,ngp2,NGP2,2,ngp2|2026-06-01|day,Day 06-01,2026-06-01,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-06-02|day,ngp2,NGP2,3,ngp2|2026-05-31|night,Night 05-31,2026-05-31,micro_stops,Micro-stops (<2 min),1.69,#2d3436
ngp2|2026-06-02|day,ngp2,NGP2,3,ngp2|2026-05-31|night,Night 05-31,2026-05-31,halted,Halted (operator wait),1.33,#636e72
ngp2|2026-06-02|day,ngp2,NGP2,3,ngp2|2026-05-31|night,Night 05-31,2026-05-31,auto_long,Auto-stops (>2 min),0.92,#b2bec3
ngp2|2026-06-02|day,ngp2,NGP2,3,ngp2|2026-05-31|night,Night 05-31,2026-05-31,manual,Manual stops,0.19,#dfe6e9
ngp2|2026-06-02|night,ngp2,NGP2,0,ngp2|2026-06-02|night,Night 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),1.11,#2d3436
ngp2|2026-06-02|night,ngp2,NGP2,0,ngp2|2026-06-02|night,Night 06-02,2026-06-02,halted,Halted (operator wait),1.45,#636e72
ngp2|2026-06-02|night,ngp2,NGP2,0,ngp2|2026-06-02|night,Night 06-02,2026-06-02,auto_long,Auto-stops (>2 min),2.04,#b2bec3
ngp2|2026-06-02|night,ngp2,NGP2,0,ngp2|2026-06-02|night,Night 06-02,2026-06-02,manual,Manual stops,0.06,#dfe6e9
ngp2|2026-06-02|night,ngp2,NGP2,1,ngp2|2026-06-02|day,Day 06-02,2026-06-02,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-02|night,ngp2,NGP2,1,ngp2|2026-06-02|day,Day 06-02,2026-06-02,halted,Halted (operator wait),2.44,#636e72
ngp2|2026-06-02|night,ngp2,NGP2,1,ngp2|2026-06-02|day,Day 06-02,2026-06-02,auto_long,Auto-stops (>2 min),1.01,#b2bec3
